Date,ASX200,CPI,CashRate,Unemployment,GDP_real,ASX_YoY,CPI_YoY,GDP_YoY,Unemp_Change_YoY,Rate_Change_MoM,Rate_Change_YoY,ASX_Peak,Drawdown,GDP_Rolling_6m,Recession,Bear_Market
1948-09-30,,3.7,,,,,,,,,,,,,0,0
1948-10-31,,3.7,,,,,,,,,,,,,0,0
1948-11-30,,3.7,,,,,,,,,,,,,0,0
1948-12-31,,3.8,,,,,,,,,,,,,0,0
1949-01-31,,3.8,,,,,,,,,,,,,0,0
1949-02-28,,3.8,,,,,,,,,,,,,0,0
1949-03-31,,3.9,,,,,,,,,,,,,0,0
1949-04-30,,3.9,,,,,,,,,,,,,0,0
1949-05-31,,3.9,,,,,,,,,,,,,0,0
1949-06-30,,4.0,,,,,,,,,,,,,0,0
1949-07-31,,4.0,,,,,,,,,,,,,0,0
1949-08-31,,4.0,,,,,,,,,,,,,0,0
1949-09-30,,4.1,,,,,10.81081081081079,,,,,,,,0,0
1949-10-31,,4.1,,,,,10.81081081081079,,,,,,,,0,0
1949-11-30,,4.1,,,,,10.81081081081079,,,,,,,,0,0
1949-12-31,,4.1,,,,,7.8947368421052655,,,,,,,,0,0
1950-01-31,,4.1,,,,,7.8947368421052655,,,,,,,,0,0
1950-02-28,,4.1,,,,,7.8947368421052655,,,,,,,,0,0
1950-03-31,,4.2,,,,,7.692307692307709,,,,,,,,0,0
1950-04-30,,4.2,,,,,7.692307692307709,,,,,,,,0,0
1950-05-31,,4.2,,,,,7.692307692307709,,,,,,,,0,0
1950-06-30,,4.3,,,,,7.499999999999996,,,,,,,,0,0
1950-07-31,,4.3,,,,,7.499999999999996,,,,,,,,0,0
1950-08-31,,4.3,,,,,7.499999999999996,,,,,,,,0,0
1950-09-30,,4.4,,,,,7.317073170731736,,,,,,,,0,0
1950-10-31,,4.4,,,,,7.317073170731736,,,,,,,,0,0
1950-11-30,,4.4,,,,,7.317073170731736,,,,,,,,0,0
1950-12-31,,4.6,,,,,12.195121951219525,,,,,,,,0,0
1951-01-31,,4.6,,,,,12.195121951219525,,,,,,,,0,0
1951-02-28,,4.6,,,,,12.195121951219525,,,,,,,,0,0
1951-03-31,,4.8,,,,,14.28571428571428,,,,,,,,0,0
1951-04-30,,4.8,,,,,14.28571428571428,,,,,,,,0,0
1951-05-31,,4.8,,,,,14.28571428571428,,,,,,,,0,0
1951-06-30,,5.1,,,,,18.604651162790688,,,,,,,,0,0
1951-07-31,,5.1,,,,,18.604651162790688,,,,,,,,0,0
1951-08-31,,5.1,,,,,18.604651162790688,,,,,,,,0,0
1951-09-30,,5.3,,,,,20.454545454545435,,,,,,,,0,0
1951-10-31,,5.3,,,,,20.454545454545435,,,,,,,,0,0
1951-11-30,,5.3,,,,,20.454545454545435,,,,,,,,0,0
1951-12-31,,5.7,,,,,23.91304347826089,,,,,,,,0,0
1952-01-31,,5.7,,,,,23.91304347826089,,,,,,,,0,0
1952-02-29,,5.7,,,,,23.91304347826089,,,,,,,,0,0
1952-03-31,,5.9,,,,,22.916666666666675,,,,,,,,0,0
1952-04-30,,5.9,,,,,22.916666666666675,,,,,,,,0,0
1952-05-31,,5.9,,,,,22.916666666666675,,,,,,,,0,0
1952-06-30,,6.1,,,,,19.6078431372549,,,,,,,,0,0
1952-07-31,,6.1,,,,,19.6078431372549,,,,,,,,0,0
1952-08-31,,6.1,,,,,19.6078431372549,,,,,,,,0,0
1952-09-30,,6.2,,,,,16.981132075471695,,,,,,,,0,0
1952-10-31,,6.2,,,,,16.981132075471695,,,,,,,,0,0
1952-11-30,,6.2,,,,,16.981132075471695,,,,,,,,0,0
1952-12-31,,6.3,,,,,10.526315789473673,,,,,,,,0,0
1953-01-31,,6.3,,,,,10.526315789473673,,,,,,,,0,0
1953-02-28,,6.3,,,,,10.526315789473673,,,,,,,,0,0
1953-03-31,,6.3,,,,,6.7796610169491345,,,,,,,,0,0
1953-04-30,,6.3,,,,,6.7796610169491345,,,,,,,,0,0
1953-05-31,,6.3,,,,,6.7796610169491345,,,,,,,,0,0
1953-06-30,,6.4,,,,,4.918032786885251,,,,,,,,0,0
1953-07-31,,6.4,,,,,4.918032786885251,,,,,,,,0,0
1953-08-31,,6.4,,,,,4.918032786885251,,,,,,,,0,0
1953-09-30,,6.5,,,,,4.8387096774193505,,,,,,,,0,0
1953-10-31,,6.5,,,,,4.8387096774193505,,,,,,,,0,0
1953-11-30,,6.5,,,,,4.8387096774193505,,,,,,,,0,0
1953-12-31,,6.4,,,,,1.587301587301604,,,,,,,,0,0
1954-01-31,,6.4,,,,,1.587301587301604,,,,,,,,0,0
1954-02-28,,6.4,,,,,1.587301587301604,,,,,,,,0,0
1954-03-31,,6.5,,,,,3.1746031746031855,,,,,,,,0,0
1954-04-30,,6.5,,,,,3.1746031746031855,,,,,,,,0,0
1954-05-31,,6.5,,,,,3.1746031746031855,,,,,,,,0,0
1954-06-30,,6.5,,,,,1.5625,,,,,,,,0,0
1954-07-31,,6.5,,,,,1.5625,,,,,,,,0,0
1954-08-31,,6.5,,,,,1.5625,,,,,,,,0,0
1954-09-30,,6.5,,,,,0.0,,,,,,,,0,0
1954-10-31,,6.5,,,,,0.0,,,,,,,,0,0
1954-11-30,,6.5,,,,,0.0,,,,,,,,0,0
1954-12-31,,6.5,,,,,1.5625,,,,,,,,0,0
1955-01-31,,6.5,,,,,1.5625,,,,,,,,0,0
1955-02-28,,6.5,,,,,1.5625,,,,,,,,0,0
1955-03-31,,6.5,,,,,0.0,,,,,,,,0,0
1955-04-30,,6.5,,,,,0.0,,,,,,,,0,0
1955-05-31,,6.5,,,,,0.0,,,,,,,,0,0
1955-06-30,,6.6,,,,,1.538461538461533,,,,,,,,0,0
1955-07-31,,6.6,,,,,1.538461538461533,,,,,,,,0,0
1955-08-31,,6.6,,,,,1.538461538461533,,,,,,,,0,0
1955-09-30,,6.6,,,,,1.538461538461533,,,,,,,,0,0
1955-10-31,,6.6,,,,,1.538461538461533,,,,,,,,0,0
1955-11-30,,6.6,,,,,1.538461538461533,,,,,,,,0,0
1955-12-31,,6.7,,,,,3.076923076923088,,,,,,,,0,0
1956-01-31,,6.7,,,,,3.076923076923088,,,,,,,,0,0
1956-02-29,,6.7,,,,,3.076923076923088,,,,,,,,0,0
1956-03-31,,6.7,,,,,3.076923076923088,,,,,,,,0,0
1956-04-30,,6.7,,,,,3.076923076923088,,,,,,,,0,0
1956-05-31,,6.7,,,,,3.076923076923088,,,,,,,,0,0
1956-06-30,,7.0,,,,,6.060606060606055,,,,,,,,0,0
1956-07-31,,7.0,,,,,6.060606060606055,,,,,,,,0,0
1956-08-31,,7.0,,,,,6.060606060606055,,,,,,,,0,0
1956-09-30,,7.1,,,,,7.575757575757569,,,,,,,,0,0
1956-10-31,,7.1,,,,,7.575757575757569,,,,,,,,0,0
1956-11-30,,7.1,,,,,7.575757575757569,,,,,,,,0,0
1956-12-31,,7.1,,,,,5.970149253731338,,,,,,,,0,0
1957-01-31,,7.1,,,,,5.970149253731338,,,,,,,,0,0
1957-02-28,,7.1,,,,,5.970149253731338,,,,,,,,0,0
1957-03-31,,7.1,,,,,5.970149253731338,,,,,,,,0,0
1957-04-30,,7.1,,,,,5.970149253731338,,,,,,,,0,0
1957-05-31,,7.1,,,,,5.970149253731338,,,,,,,,0,0
1957-06-30,,7.2,,,,,2.857142857142869,,,,,,,,0,0
1957-07-31,,7.2,,,,,2.857142857142869,,,,,,,,0,0
1957-08-31,,7.2,,,,,2.857142857142869,,,,,,,,0,0
1957-09-30,,7.2,,,,,1.4084507042253502,,,,,,,,0,0
1957-10-31,,7.2,,,,,1.4084507042253502,,,,,,,,0,0
1957-11-30,,7.2,,,,,1.4084507042253502,,,,,,,,0,0
1957-12-31,,7.2,,,,,1.4084507042253502,,,,,,,,0,0
1958-01-31,,7.2,,,,,1.4084507042253502,,,,,,,,0,0
1958-02-28,,7.2,,,,,1.4084507042253502,,,,,,,,0,0
1958-03-31,,7.2,,,,,1.4084507042253502,,,,,,,,0,0
1958-04-30,,7.2,,,,,1.4084507042253502,,,,,,,,0,0
1958-05-31,,7.2,,,,,1.4084507042253502,,,,,,,,0,0
1958-06-30,,7.2,,,,,0.0,,,,,,,,0,0
1958-07-31,,7.2,,,,,0.0,,,,,,,,0,0
1958-08-31,,7.2,,,,,0.0,,,,,,,,0,0
1958-09-30,,7.2,,,,,0.0,,,,,,,,0,0
1958-10-31,,7.2,,,,,0.0,,,,,,,,0,0
1958-11-30,,7.2,,,,,0.0,,,,,,,,0,0
1958-12-31,,7.3,,,,,1.388888888888884,,,,,,,,0,0
1959-01-31,,7.3,,,,,1.388888888888884,,,,,,,,0,0
1959-02-28,,7.3,,,,,1.388888888888884,,,,,,,,0,0
1959-03-31,,7.3,,,,,1.388888888888884,,,,,,,,0,0
1959-04-30,,7.3,,,,,1.388888888888884,,,,,,,,0,0
1959-05-31,,7.3,,,,,1.388888888888884,,,,,,,,0,0
1959-06-30,,7.3,,,,,1.388888888888884,,,,,,,,0,0
1959-07-31,,7.3,,,,,1.388888888888884,,,,,,,,0,0
1959-08-31,,7.3,,,,,1.388888888888884,,,,,,,,0,0
1959-09-30,,7.4,,,78511.0,,2.77777777777779,,,,,,,,0,0
1959-10-31,,7.4,,,78511.0,,2.77777777777779,,,,,,,,0,0
1959-11-30,,7.4,,,78511.0,,2.77777777777779,,,,,,,,0,0
1959-12-31,,7.5,,,79357.0,,2.7397260273972712,,,,,,,,0,0
1960-01-31,,7.5,,,79357.0,,2.7397260273972712,,,,,,,,0,0
1960-02-29,,7.5,,,79357.0,,2.7397260273972712,,,,,,,,0,0
1960-03-31,,7.5,,,80383.0,,2.7397260273972712,,,,,,,,0,0
1960-04-30,,7.5,,,80383.0,,2.7397260273972712,,,,,,,,0,0
1960-05-31,,7.5,,,80383.0,,2.7397260273972712,,,,,,,,0,0
1960-06-30,,7.6,,,81436.0,,4.109589041095885,,,,,,,,0,0
1960-07-31,,7.6,,,81436.0,,4.109589041095885,,,,,,,,0,0
1960-08-31,,7.6,,,81436.0,,4.109589041095885,,,,,,,,0,0
1960-09-30,,7.7,,,82155.0,,4.054054054054057,4.641387831004562,,,,,,,0,0
1960-10-31,,7.7,,,82155.0,,4.054054054054057,4.641387831004562,,,,,,,0,0
1960-11-30,,7.7,,,82155.0,,4.054054054054057,4.641387831004562,,,,,,,0,0
1960-12-31,,7.8,,,82304.0,,4.0000000000000036,3.713598044280908,,,,,,,0,0
1961-01-31,,7.8,,,82304.0,,4.0000000000000036,3.713598044280908,,,,,,,0,0
1961-02-28,,7.8,,,82304.0,,4.0000000000000036,3.713598044280908,,,,,,4.177492937642735,0,0
1961-03-31,,7.8,,,81890.0,,4.0000000000000036,1.8747745169998664,,,,,,3.716390718641952,0,0
1961-04-30,,7.8,,,81890.0,,4.0000000000000036,1.8747745169998664,,,,,,3.2552884996411695,0,0
1961-05-31,,7.8,,,81890.0,,4.0000000000000036,1.8747745169998664,,,,,,2.794186280640387,0,0
1961-06-30,,7.9,,,81319.0,,3.9473684210526327,-0.1436711036887916,,,,,,2.151308089312104,0,0
1961-07-31,,7.9,,,81319.0,,3.9473684210526327,-0.1436711036887916,,,,,,1.5084298979838209,0,0
1961-08-31,,7.9,,,81319.0,,3.9473684210526327,-0.1436711036887916,,,,,,0.8655517066555373,0,0
1961-09-30,,7.8,,,81146.0,,1.298701298701288,-1.2281662710729724,,,,,,0.3483949086433975,0,0
