Date,ASX200
2011-04-30,4823.2001953125
2011-05-31,4708.2998046875
2011-06-30,4608.0
2011-07-31,4424.60009765625
2011-08-31,4296.5
2011-09-30,4008.60009765625
2011-10-31,4298.10009765625
2011-11-30,4119.7998046875
2011-12-31,4056.60009765625
2012-01-31,4262.7001953125
2012-02-29,4298.5
2012-03-31,4335.2001953125
2012-04-30,4396.60009765625
2012-05-31,4076.300048828125
2012-06-30,4094.60009765625
2012-07-31,4269.2001953125
2012-08-31,4316.10009765625
2012-09-30,4387.0
2012-10-31,4517.0
2012-11-30,4506.0
2012-12-31,4649.0
2013-01-31,4878.7998046875
2013-02-28,5104.10009765625
2013-03-31,4966.5
2013-04-30,5191.2001953125
2013-05-31,4926.60009765625
2013-06-30,4802.60009765625
2013-07-31,5052.0
2013-08-31,5135.0
2013-09-30,5218.89990234375
2013-10-31,5425.5
2013-11-30,5320.10009765625
2013-12-31,5352.2001953125
2014-01-31,5190.0
2014-02-28,5404.7998046875
2014-03-31,5394.7998046875
2014-04-30,5489.10009765625
2014-05-31,5492.5
2014-06-30,5395.7001953125
2014-07-31,5632.89990234375
2014-08-31,5625.89990234375
2014-09-30,5292.7998046875
2014-10-31,5526.60009765625
2014-11-30,5313.0
2014-12-31,5411.0
2015-01-31,5588.2998046875
2015-02-28,5928.7998046875
2015-03-31,5891.5
2015-04-30,5790.0
2015-05-31,5777.2001953125
2015-06-30,5459.0
2015-07-31,5699.2001953125
2015-08-31,5207.0
2015-09-30,5021.60009765625
2015-10-31,5239.39990234375
2015-11-30,5166.5
2015-12-31,5295.89990234375
2016-01-31,5005.5
2016-02-29,4880.89990234375
2016-03-31,5082.7998046875
2016-04-30,5252.2001953125
2016-05-31,5378.60009765625
2016-06-30,5233.39990234375
2016-07-31,5562.2998046875
2016-08-31,5433.0
2016-09-30,5435.89990234375
2016-10-31,5317.7001953125
2016-11-30,5440.5
2016-12-31,5665.7998046875
2017-01-31,5620.89990234375
2017-02-28,5712.2001953125
2017-03-31,5864.89990234375
2017-04-30,5924.10009765625
2017-05-31,5724.60009765625
2017-06-30,5721.5
2017-07-31,5720.60009765625
2017-08-31,5714.5
2017-09-30,5681.60009765625
2017-10-31,5909.0
2017-11-30,5969.89990234375
2017-12-31,6065.10009765625
2018-01-31,6037.7001953125
2018-02-28,6016.0
2018-03-31,5759.39990234375
2018-04-30,5982.7001953125
2018-05-31,6011.89990234375
2018-06-30,6194.60009765625
2018-07-31,6280.2001953125
2018-08-31,6319.5
2018-09-30,6207.60009765625
2018-10-31,5830.2998046875
2018-11-30,5667.2001953125
2018-12-31,5646.39990234375
2019-01-31,5864.7001953125
2019-02-28,6169.0
2019-03-31,6180.7001953125
2019-04-30,6325.5
2019-05-31,6396.89990234375
2019-06-30,6618.7998046875
2019-07-31,6812.60009765625
2019-08-31,6604.2001953125
2019-09-30,6688.2998046875
2019-10-31,6663.39990234375
2019-11-30,6846.0
2019-12-31,6684.10009765625
2020-01-31,7017.2001953125
2020-02-29,6441.2001953125
2020-03-31,5076.7998046875
2020-04-30,5522.39990234375
2020-05-31,5755.7001953125
2020-06-30,5897.89990234375
2020-07-31,5927.7998046875
2020-08-31,6060.5
2020-09-30,5815.89990234375
2020-10-31,5927.60009765625
2020-11-30,6517.7998046875
2020-12-31,6587.10009765625
2021-01-31,6607.39990234375
2021-02-28,6673.2998046875
2021-03-31,6790.7001953125
2021-04-30,7025.7998046875
2021-05-31,7161.60009765625
2021-06-30,7313.0
2021-07-31,7392.60009765625
2021-08-31,7534.89990234375
2021-09-30,7332.2001953125
2021-10-31,7323.7001953125
2021-11-30,7256.0
2021-12-31,7444.60009765625
2022-01-31,6971.60009765625
2022-02-28,7049.10009765625
2022-03-31,7499.60009765625
2022-04-30,7435.0
2022-05-31,7211.2001953125
2022-06-30,6568.10009765625
2022-07-31,6945.2001953125
2022-08-31,6986.7998046875
2022-09-30,6474.2001953125
2022-10-31,6863.5
2022-11-30,7284.2001953125
2022-12-31,7038.7001953125
2023-01-31,7476.7001953125
2023-02-28,7258.39990234375
2023-03-31,7177.7998046875
2023-04-30,7309.2001953125
2023-05-31,7091.2998046875
2023-06-30,7203.2998046875
2023-07-31,7410.39990234375
2023-08-31,7305.2998046875
2023-09-30,7048.60009765625
2023-10-31,6780.7001953125
2023-11-30,7087.2998046875
2023-12-31,7590.7998046875
2024-01-31,7680.7001953125
2024-02-29,7698.7001953125
2024-03-31,7896.89990234375
2024-04-30,7664.10009765625
2024-05-31,7701.7001953125
2024-06-30,7767.5
2024-07-31,8092.2998046875
2024-08-31,8091.89990234375
2024-09-30,8269.7998046875
2024-10-31,8160.0
2024-11-30,8436.2001953125
2024-12-31,8159.10009765625
2025-01-31,8532.2998046875
2025-02-28,8172.39990234375
2025-03-31,7843.39990234375
2025-04-30,8126.2001953125
2025-05-31,8434.7001953125
2025-06-30,8542.2998046875
2025-07-31,8742.7998046875
2025-08-31,8973.099609375
2025-09-30,8848.7998046875
2025-10-31,8881.900390625
2025-11-30,8769.7001953125
